sub,trial,gamble,choice,choice_fct,rt,gain_loss,A_p1,A_o1,A_p2,A_o2,B_p1,B_o1,B_p2,B_o2,A_risky,B_risky
4,86,8,1,A,5.501,gain,0.63,41,0.37,18,0.98,56,0.02,8,risky,risky
4,42,9,1,A,8.419,gain,0.88,72,0.12,29,0.39,67,0.61,63,risky,risky
4,8,10,1,A,9.841,gain,0.61,37,0.39,50,0.6,6,0.4,45,risky,risky
4,64,11,1,A,10.691,gain,0.08,54,0.92,31,0.15,44,0.85,29,risky,risky
4,69,12,1,A,5.343,gain,0.92,63,0.08,5,0.63,43,0.37,53,risky,risky
4,50,13,1,A,2.924,gain,0.78,32,0.22,99,0.32,39,0.68,56,risky,risky
4,57,14,1,A,10.801,gain,0.16,66,0.84,23,0.79,15,0.21,29,risky,risky
4,68,15,2,B,3.615,gain,0.12,52,0.88,73,0.98,92,0.02,19,risky,risky
4,66,16,1,A,6.061,gain,0.29,88,0.71,78,0.29,53,0.71,91,risky,risky
4,55,17,1,A,6.393,gain,0.31,39,0.69,51,0.84,16,0.16,91,risky,risky
4,25,18,2,B,3.956,gain,0.17,70,0.83,65,0.35,100,0.65,50,risky,risky
4,53,19,2,B,4,gain,0.91,80,0.09,19,0.64,37,0.36,65,risky,risky
4,88,20,2,B,3.218,gain,0.09,83,0.91,67,0.48,77,0.52,6,risky,risky
4,17,21,1,A,5.932,gain,0.44,14,0.56,72,0.21,9,0.79,31,risky,risky
4,37,22,2,B,3.117,gain,0.68,41,0.32,65,0.85,100,0.15,2,risky,risky
4,58,23,2,B,3.998,gain,0.38,40,0.62,55,0.14,26,0.86,96,risky,risky
4,73,24,2,B,4.851,gain,0.62,1,0.38,83,0.41,37,0.59,24,risky,risky
4,23,25,2,B,7.067,gain,0.49,15,0.51,50,0.94,64,0.06,14,risky,risky
4,36,26,1,A,2.75,loss,0.16,-15,0.84,-67,0.72,-56,0.28,-83,risky,risky
4,54,27,2,B,4.745,loss,0.13,-19,0.87,-56,0.7,-32,0.3,-37,risky,risky
4,32,28,1,A,6.965,loss,0.29,-67,0.71,-28,0.05,-46,0.44,-95,risky,risky
4,19,29,2,B,3.871,loss,0.82,-40,0.18,-90,0.17,-46,0.83,-64,risky,risky
4,47,30,2,B,8.698,loss,0.29,-25,0.71,-86,0.76,-38,0.24,-99,risky,risky
4,48,31,1,A,9.001,loss,0.6,-46,0.4,-21,0.42,-99,0.58,-37,risky,risky
4,7,32,2,B,6.188,loss,0.48,-15,0.52,-91,0.28,-48,0.72,-74,risky,risky
4,41,33,2,B,3.994,loss,0.53,-93,0.47,-26,0.8,-52,0.2,-93,risky,risky
4,2,34,2,B,14.255,loss,0.49,-1,0.51,-54,0.77,-33,0.23,-30,risky,risky
4,26,35,1,A,3.127,loss,0.99,-24,0.01,-13,0.44,-15,0.56,-62,risky,risky
4,71,36,2,B,9,loss,0.79,-67,0.21,-37,0.46,0,0.54,-97,risky,risky
4,65,37,1,A,6.262,loss,0.56,-58,0.44,-80,0.86,-58,0.14,-97,risky,risky
4,14,38,2,B,5.517,loss,0.63,-96,0.37,-38,0.17,-12,0.83,-69,risky,risky
4,18,39,2,B,4.926,loss,0.59,-55,0.41,-77,0.47,-30,0.53,-61,risky,risky
4,77,40,1,A,4.556,loss,0.13,-29,0.87,-76,0.55,-100,0.45,-28,risky,risky
4,3,41,2,B,10.869,loss,0.84,-57,0.16,-90,0.25,-63,0.75,-30,risky,risky
4,82,42,1,A,6.22,loss,0.86,-29,0.14,-30,0.26,-17,0.74,-43,risky,risky
4,46,43,1,A,18.793,loss,0.66,-8,0.34,-95,0.93,-42,0.07,-30,risky,risky
4,4,44,2,B,10.781,loss,0.39,-35,0.61,-72,0.76,-57,0.24,-28,risky,risky
4,85,45,1,A,33.956,loss,0.51,-26,0.49,-76,0.77,-48,0.23,-34,risky,risky
4,22,46,2,B,3.15,loss,0.73,-73,0.27,-54,0.17,-42,0.83,-70,risky,risky
4,43,47,1,A,9.092,loss,0.49,-66,0.51,-92,0.78,-97,0.22,-34,risky,risky
4,91,48,1,A,1.788,loss,0.56,-9,0.44,-56,0.64,-15,0.36,-80,risky,risky
4,87,49,2,B,2.74,loss,0.96,-61,0.04,-56,0.34,-7,0.66,-63,risky,risky
4,31,50,1,A,14.114,loss,0.56,-4,0.44,-80,0.04,-46,0.96,-58,risky,risky
4,63,51,2,B,6.02,mixed,0.43,-91,0.57,63,0.27,-83,0.73,24,risky,risky
4,44,52,1,A,6.568,mixed,0.06,-82,0.94,54,0.09,-73,0.91,38,risky,risky
4,20,53,1,A,7.072,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
4,89,54,1,A,4.301,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
4,28,55,1,A,6.083,mixed,0.61,96,0.39,-67,0.5,71,0.5,-26,risky,risky
4,13,56,1,A,4.535,mixed,0.43,-47,0.57,63,0.02,-69,0.98,14,risky,risky
4,60,57,1,A,7.066,mixed,0.61,19,0.39,-70,0.3,8,0.7,-37,risky,risky
4,81,58,2,B,5.396,mixed,0.59,-100,0.41,81,0.47,-73,0.53,15,risky,risky
4,61,59,1,A,15.854,mixed,0.92,-73,0.08,96,0.89,-48,0.11,16,risky,risky
4,27,60,1,A,8.484,mixed,0.11,27,0.89,-31,0.36,26,0.64,-48,risky,risky
4,84,61,2,B,7.113,mixed,0.14,83,0.86,-39,0.8,8,0.2,-88,risky,risky
4,35,62,1,A,6.789,mixed,0.74,77,0.26,-23,0.67,75,0.33,-7,risky,risky
4,29,63,2,B,9.056,mixed,0.91,-33,0.09,28,0.73,-67,0.27,9,risky,risky
4,12,64,2,B,6.299,mixed,0.93,75,0.07,-90,0.87,96,0.13,-89,risky,risky
4,51,65,1,A,5.136,mixed,0.99,67,0.01,-3,0.68,74,0.32,-2,risky,risky
4,10,66,2,B,5.88,mixed,0.48,58,0.52,-5,0.6,96,0.4,-40,risky,risky
4,5,67,1,A,5.579,mixed,0.07,-55,0.93,95,0.48,-13,0.52,99,risky,risky
4,6,68,1,A,7.069,mixed,0.97,-51,0.03,30,0.68,-89,0.32,46,risky,risky
4,34,69,1,A,5.636,mixed,0.86,-26,0.14,82,0.6,-39,0.4,31,risky,risky
4,67,70,1,A,8.165,mixed,0.88,-90,0.12,88,0.8,-86,0.2,14,risky,risky
4,74,71,1,A,21.537,mixed,0.87,-78,0.13,45,0.88,-69,0.12,83,risky,risky
4,30,72,2,B,5.146,mixed,0.96,17,0.04,-48,0.49,-60,0.51,84,risky,risky
4,62,73,1,A,6.3,mixed,0.38,-49,0.62,2,0.22,19,0.78,-18,risky,risky
4,16,74,2,B,10.619,mixed,0.28,-59,0.72,72,0.04,-4,0.96,63,risky,risky
4,76,75,1,A,4.64,mixed,0.5,98,0.5,-24,0.14,-76,0.86,46,risky,risky
4,45,76,2,B,3.475,mixed,0.5,0,0.5,0,0.5,-20,0.5,60,risky,risky
4,1,77,1,A,4.035,mixed,0.5,-30,0.5,60,0.5,0,0.5,0,risky,risky
4,40,78,2,B,4.84,mixed,0.5,0,0.5,0,0.5,-40,0.5,60,risky,risky
4,11,79,1,A,4.081,mixed,0.5,-50,0.5,60,0.5,0,0.5,0,risky,risky
4,80,80,1,A,2.128,mixed,0.5,0,0.5,0,0.5,-60,0.5,60,risky,risky
4,21,81,2,B,6.419,mixed,0.5,-70,0.5,60,0.5,0,0.5,0,risky,risky
4,9,82,2,B,5.959,gain,0.1,77,0.9,2,0.1,40,0.9,32,risky,risky
4,52,83,1,A,3.456,gain,0.2,40,0.8,32,0.2,77,0.8,2,risky,risky
4,72,84,2,B,3.8,gain,0.3,77,0.7,2,0.3,40,0.7,32,risky,risky
4,90,85,1,A,4.075,gain,0.4,40,0.6,32,0.4,77,0.6,2,risky,risky
4,75,86,2,B,11.875,gain,0.5,77,0.5,2,0.5,40,0.5,32,risky,risky
4,78,87,1,A,4.853,gain,0.6,40,0.4,32,0.6,77,0.4,2,risky,risky
4,39,88,1,A,5.216,gain,0.7,40,0.3,32,0.7,77,0.3,2,risky,risky
4,56,89,1,A,3.5,gain,0.8,77,0.2,2,0.8,40,0.2,32,risky,risky
4,38,90,1,A,7.413,gain,0.9,77,0.1,2,0.9,40,0.1,32,risky,risky
5,39,1,2,B,1.256,gain,0.34,24,0.66,59,0.42,47,0.58,64,risky,risky
5,87,2,2,B,0.541,gain,0.88,79,0.12,82,0.2,57,0.8,94,risky,risky
5,16,3,2,B,2.631,gain,0.74,62,0.26,0,0.44,23,0.56,31,risky,risky
5,80,4,1,A,1.185,gain,0.05,56,0.95,72,0.95,68,0.05,95,risky,risky
5,45,5,2,B,4.011,gain,0.25,84,0.75,43,0.42,7,0.57,97,risky,risky
5,2,6,2,B,20.237,gain,0.28,7,0.72,74,0.71,55,0.29,63,risky,risky
5,33,7,1,A,2.486,gain,0.09,56,0.91,19,0.76,13,0.24,90,risky,risky
5,51,8,1,A,0.431,gain,0.63,41,0.37,18,0.98,56,0.02,8,risky,risky
5,74,9,2,B,1.321,gain,0.88,72,0.12,29,0.39,67,0.61,63,risky,risky
5,23,10,2,B,1.35,gain,0.61,37,0.39,50,0.6,6,0.4,45,risky,risky
5,66,11,2,B,0.636,gain,0.08,54,0.92,31,0.15,44,0.85,29,risky,risky
5,69,12,2,B,1.127,gain,0.92,63,0.08,5,0.63,43,0.37,53,risky,risky
5,78,13,1,A,1.324,gain,0.78,32,0.22,99,0.32,39,0.68,56,risky,risky
5,91,14,1,A,0.372,gain,0.16,66,0.84,23,0.79,15,0.21,29,risky,risky
5,49,15,2,B,1.901,gain,0.12,52,0.88,73,0.98,92,0.02,19,risky,risky
5,67,16,2,B,0.718,gain,0.29,88,0.71,78,0.29,53,0.71,91,risky,risky
5,40,17,1,A,2.203,gain,0.31,39,0.69,51,0.84,16,0.16,91,risky,risky
5,12,18,1,A,4.519,gain,0.17,70,0.83,65,0.35,100,0.65,50,risky,risky
5,60,19,2,B,0.635,gain,0.91,80,0.09,19,0.64,37,0.36,65,risky,risky
5,85,20,1,A,1.345,gain,0.09,83,0.91,67,0.48,77,0.52,6,risky,risky
5,38,21,1,A,1.301,gain,0.44,14,0.56,72,0.21,9,0.79,31,risky,risky
5,48,22,2,B,63.833,gain,0.68,41,0.32,65,0.85,100,0.15,2,risky,risky
5,30,23,1,A,2.184,gain,0.38,40,0.62,55,0.14,26,0.86,96,risky,risky
5,13,24,2,B,2.141,gain,0.62,1,0.38,83,0.41,37,0.59,24,risky,risky
5,77,25,2,B,0.592,gain,0.49,15,0.51,50,0.94,64,0.06,14,risky,risky
5,25,26,1,A,2.098,loss,0.16,-15,0.84,-67,0.72,-56,0.28,-83,risky,risky
5,58,27,1,A,0.541,loss,0.13,-19,0.87,-56,0.7,-32,0.3,-37,risky,risky
5,71,28,2,B,1.084,loss,0.29,-67,0.71,-28,0.05,-46,0.44,-95,risky,risky
5,20,29,2,B,2.013,loss,0.82,-40,0.18,-90,0.17,-46,0.83,-64,risky,risky
5,17,30,1,A,2.038,loss,0.29,-25,0.71,-86,0.76,-38,0.24,-99,risky,risky
5,22,31,2,B,1.761,loss,0.6,-46,0.4,-21,0.42,-99,0.58,-37,risky,risky
5,14,32,1,A,1.836,loss,0.48,-15,0.52,-91,0.28,-48,0.72,-74,risky,risky
5,21,33,1,A,1.622,loss,0.53,-93,0.47,-26,0.8,-52,0.2,-93,risky,risky
5,29,34,2,B,1.36,loss,0.49,-1,0.51,-54,0.77,-33,0.23,-30,risky,risky
5,42,35,1,A,1.495,loss,0.99,-24,0.01,-13,0.44,-15,0.56,-62,risky,risky
5,3,36,2,B,14.171,loss,0.79,-67,0.21,-37,0.46,0,0.54,-97,risky,risky
5,5,37,2,B,10.64,loss,0.56,-58,0.44,-80,0.86,-58,0.14,-97,risky,risky
5,55,38,1,A,0.54,loss,0.63,-96,0.37,-38,0.17,-12,0.83,-69,risky,risky
5,83,39,2,B,1.394,loss,0.59,-55,0.41,-77,0.47,-30,0.53,-61,risky,risky
5,81,40,1,A,0.65,loss,0.13,-29,0.87,-76,0.55,-100,0.45,-28,risky,risky
5,43,41,1,A,0.88,loss,0.84,-57,0.16,-90,0.25,-63,0.75,-30,risky,risky
5,44,42,1,A,103.481,loss,0.86,-29,0.14,-30,0.26,-17,0.74,-43,risky,risky
5,86,43,1,A,0.283,loss,0.66,-8,0.34,-95,0.93,-42,0.07,-30,risky,risky
5,72,44,1,A,1.123,loss,0.39,-35,0.61,-72,0.76,-57,0.24,-28,risky,risky
5,70,45,1,A,1.113,loss,0.51,-26,0.49,-76,0.77,-48,0.23,-34,risky,risky
5,61,46,2,B,0.409,loss,0.73,-73,0.27,-54,0.17,-42,0.83,-70,risky,risky
5,57,47,2,B,1.343,loss,0.49,-66,0.51,-92,0.78,-97,0.22,-34,risky,risky
5,7,48,1,A,12.417,loss,0.56,-9,0.44,-56,0.64,-15,0.36,-80,risky,risky
5,84,49,2,B,1.64,loss,0.96,-61,0.04,-56,0.34,-7,0.66,-63,risky,risky
5,88,50,1,A,0.625,loss,0.56,-4,0.44,-80,0.04,-46,0.96,-58,risky,risky
5,64,51,2,B,2.36,mixed,0.43,-91,0.57,63,0.27,-83,0.73,24,risky,risky
5,89,52,1,A,0.333,mixed,0.06,-82,0.94,54,0.09,-73,0.91,38,risky,risky
5,50,53,1,A,0.927,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
5,41,54,2,B,1.693,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
5,26,55,1,A,1.556,mixed,0.61,96,0.39,-67,0.5,71,0.5,-26,risky,risky
5,19,56,2,B,2.155,mixed,0.43,-47,0.57,63,0.02,-69,0.98,14,risky,risky
5,68,57,2,B,1.896,mixed,0.61,19,0.39,-70,0.3,8,0.7,-37,risky,risky
5,11,58,2,B,13.325,mixed,0.59,-100,0.41,81,0.47,-73,0.53,15,risky,risky
5,36,59,2,B,1.33,mixed,0.92,-73,0.08,96,0.89,-48,0.11,16,risky,risky
5,76,60,2,B,1.786,mixed,0.11,27,0.89,-31,0.36,26,0.64,-48,risky,risky
5,37,61,2,B,1.109,mixed,0.14,83,0.86,-39,0.8,8,0.2,-88,risky,risky
5,47,62,2,B,10.729,mixed,0.74,77,0.26,-23,0.67,75,0.33,-7,risky,risky
5,8,63,2,B,8.78,mixed,0.91,-33,0.09,28,0.73,-67,0.27,9,risky,risky
5,1,64,1,A,10.087,mixed,0.93,75,0.07,-90,0.87,96,0.13,-89,risky,risky
5,32,65,1,A,0.929,mixed,0.99,67,0.01,-3,0.68,74,0.32,-2,risky,risky
5,18,66,1,A,1.635,mixed,0.48,58,0.52,-5,0.6,96,0.4,-40,risky,risky
5,75,67,1,A,0.638,mixed,0.07,-55,0.93,95,0.48,-13,0.52,99,risky,risky
5,62,68,1,A,0.754,mixed,0.97,-51,0.03,30,0.68,-89,0.32,46,risky,risky
5,34,69,1,A,1.579,mixed,0.86,-26,0.14,82,0.6,-39,0.4,31,risky,risky
5,35,70,1,A,1.637,mixed,0.88,-90,0.12,88,0.8,-86,0.2,14,risky,risky
5,15,71,2,B,2.393,mixed,0.87,-78,0.13,45,0.88,-69,0.12,83,risky,risky
5,9,72,1,A,17.175,mixed,0.96,17,0.04,-48,0.49,-60,0.51,84,risky,risky
5,73,73,2,B,4.39,mixed,0.38,-49,0.62,2,0.22,19,0.78,-18,risky,risky
5,65,74,2,B,0.38,mixed,0.28,-59,0.72,72,0.04,-4,0.96,63,risky,risky
5,59,75,1,A,1.368,mixed,0.5,98,0.5,-24,0.14,-76,0.86,46,risky,risky
5,27,76,1,A,1.443,mixed,0.5,0,0.5,0,0.5,-20,0.5,60,risky,risky
5,46,77,1,A,10.738,mixed,0.5,-30,0.5,60,0.5,0,0.5,0,risky,risky
5,24,78,1,A,0.841,mixed,0.5,0,0.5,0,0.5,-40,0.5,60,risky,risky
5,79,79,1,A,0.521,mixed,0.5,-50,0.5,60,0.5,0,0.5,0,risky,risky
5,31,80,2,B,1.846,mixed,0.5,0,0.5,0,0.5,-60,0.5,60,risky,risky
5,4,81,2,B,9.792,mixed,0.5,-70,0.5,60,0.5,0,0.5,0,risky,risky
5,6,82,2,B,15.466,gain,0.1,77,0.9,2,0.1,40,0.9,32,risky,risky
5,54,83,1,A,2.84,gain,0.2,40,0.8,32,0.2,77,0.8,2,risky,risky
5,28,84,2,B,0.554,gain,0.3,77,0.7,2,0.3,40,0.7,32,risky,risky
5,82,85,1,A,0.548,gain,0.4,40,0.6,32,0.4,77,0.6,2,risky,risky
5,56,86,1,A,0.663,gain,0.5,77,0.5,2,0.5,40,0.5,32,risky,risky
5,63,87,1,A,0.422,gain,0.6,40,0.4,32,0.6,77,0.4,2,risky,risky
5,53,88,1,A,0.385,gain,0.7,40,0.3,32,0.7,77,0.3,2,risky,risky
5,90,89,2,B,0.465,gain,0.8,77,0.2,2,0.8,40,0.2,32,risky,risky
5,52,90,1,A,0.471,gain,0.9,77,0.1,2,0.9,40,0.1,32,risky,risky
6,64,1,2,B,9.362,gain,0.34,24,0.66,59,0.42,47,0.58,64,risky,risky
6,86,2,1,A,5.33,gain,0.88,79,0.12,82,0.2,57,0.8,94,risky,risky
6,85,3,2,B,10.135,gain,0.74,62,0.26,0,0.44,23,0.56,31,risky,risky
6,35,4,1,A,18.788,gain,0.05,56,0.95,72,0.95,68,0.05,95,risky,risky
6,21,5,1,A,13.019,gain,0.25,84,0.75,43,0.42,7,0.57,97,risky,risky
6,6,6,2,B,11.998,gain,0.28,7,0.72,74,0.71,55,0.29,63,risky,risky
6,3,7,2,B,18.719,gain,0.09,56,0.91,19,0.76,13,0.24,90,risky,risky
6,48,8,1,A,13.996,gain,0.63,41,0.37,18,0.98,56,0.02,8,risky,risky
6,89,9,2,B,6.184,gain,0.88,72,0.12,29,0.39,67,0.61,63,risky,risky
6,53,10,1,A,16.351,gain,0.61,37,0.39,50,0.6,6,0.4,45,risky,risky
6,74,11,1,A,14.41,gain,0.08,54,0.92,31,0.15,44,0.85,29,risky,risky
6,4,12,2,B,20.951,gain,0.92,63,0.08,5,0.63,43,0.37,53,risky,risky
6,70,13,1,A,21.122,gain,0.78,32,0.22,99,0.32,39,0.68,56,risky,risky
6,34,14,1,A,13.038,gain,0.16,66,0.84,23,0.79,15,0.21,29,risky,risky
6,79,15,2,B,7.523,gain,0.12,52,0.88,73,0.98,92,0.02,19,risky,risky
6,60,16,1,A,18.732,gain,0.29,88,0.71,78,0.29,53,0.71,91,risky,risky
6,33,17,1,A,15.708,gain,0.31,39,0.69,51,0.84,16,0.16,91,risky,risky
6,8,18,2,B,36.139,gain,0.17,70,0.83,65,0.35,100,0.65,50,risky,risky
6,31,19,1,A,17.139,gain,0.91,80,0.09,19,0.64,37,0.36,65,risky,risky
6,56,20,1,A,10.535,gain,0.09,83,0.91,67,0.48,77,0.52,6,risky,risky
6,29,21,2,B,14.439,gain,0.44,14,0.56,72,0.21,9,0.79,31,risky,risky
6,51,22,2,B,20.453,gain,0.68,41,0.32,65,0.85,100,0.15,2,risky,risky
6,54,23,2,B,9.007,gain,0.38,40,0.62,55,0.14,26,0.86,96,risky,risky
6,52,24,1,A,23.563,gain,0.62,1,0.38,83,0.41,37,0.59,24,risky,risky
6,63,25,2,B,16.89,gain,0.49,15,0.51,50,0.94,64,0.06,14,risky,risky
6,9,26,1,A,20.551,loss,0.16,-15,0.84,-67,0.72,-56,0.28,-83,risky,risky
6,77,27,2,B,9.296,loss,0.13,-19,0.87,-56,0.7,-32,0.3,-37,risky,risky
6,49,28,2,B,23.327,loss,0.29,-67,0.71,-28,0.05,-46,0.44,-95,risky,risky
6,71,29,2,B,14.533,loss,0.82,-40,0.18,-90,0.17,-46,0.83,-64,risky,risky
6,66,30,2,B,7.853,loss,0.29,-25,0.71,-86,0.76,-38,0.24,-99,risky,risky
6,12,31,1,A,14.154,loss,0.6,-46,0.4,-21,0.42,-99,0.58,-37,risky,risky
6,81,32,1,A,37.509,loss,0.48,-15,0.52,-91,0.28,-48,0.72,-74,risky,risky
6,78,33,2,B,22.661,loss,0.53,-93,0.47,-26,0.8,-52,0.2,-93,risky,risky
6,59,34,2,B,8.962,loss,0.49,-1,0.51,-54,0.77,-33,0.23,-30,risky,risky
6,88,35,1,A,7.423,loss,0.99,-24,0.01,-13,0.44,-15,0.56,-62,risky,risky
6,47,36,1,A,7.731,loss,0.79,-67,0.21,-37,0.46,0,0.54,-97,risky,risky
6,18,37,2,B,42.542,loss,0.56,-58,0.44,-80,0.86,-58,0.14,-97,risky,risky
6,28,38,2,B,19.948,loss,0.63,-96,0.37,-38,0.17,-12,0.83,-69,risky,risky
6,5,39,2,B,47.094,loss,0.59,-55,0.41,-77,0.47,-30,0.53,-61,risky,risky
6,41,40,1,A,10.888,loss,0.13,-29,0.87,-76,0.55,-100,0.45,-28,risky,risky
6,20,41,2,B,14.119,loss,0.84,-57,0.16,-90,0.25,-63,0.75,-30,risky,risky
6,27,42,1,A,12.658,loss,0.86,-29,0.14,-30,0.26,-17,0.74,-43,risky,risky
6,14,43,2,B,16.856,loss,0.66,-8,0.34,-95,0.93,-42,0.07,-30,risky,risky
6,46,44,2,B,21.021,loss,0.39,-35,0.61,-72,0.76,-57,0.24,-28,risky,risky
6,40,45,2,B,24.325,loss,0.51,-26,0.49,-76,0.77,-48,0.23,-34,risky,risky
6,23,46,2,B,18.6,loss,0.73,-73,0.27,-54,0.17,-42,0.83,-70,risky,risky
6,19,47,1,A,30.318,loss,0.49,-66,0.51,-92,0.78,-97,0.22,-34,risky,risky
6,57,48,1,A,9.723,loss,0.56,-9,0.44,-56,0.64,-15,0.36,-80,risky,risky
6,22,49,2,B,15.047,loss,0.96,-61,0.04,-56,0.34,-7,0.66,-63,risky,risky
6,91,50,2,B,18.171,loss,0.56,-4,0.44,-80,0.04,-46,0.96,-58,risky,risky
6,1,51,2,B,75.065,mixed,0.43,-91,0.57,63,0.27,-83,0.73,24,risky,risky
6,82,52,1,A,13.354,mixed,0.06,-82,0.94,54,0.09,-73,0.91,38,risky,risky
6,50,53,2,B,37.061,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
6,43,54,2,B,25.582,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
6,7,55,2,B,49.632,mixed,0.61,96,0.39,-67,0.5,71,0.5,-26,risky,risky
6,13,56,2,B,19.919,mixed,0.43,-47,0.57,63,0.02,-69,0.98,14,risky,risky
6,37,57,2,B,16.666,mixed,0.61,19,0.39,-70,0.3,8,0.7,-37,risky,risky
6,61,58,2,B,12.561,mixed,0.59,-100,0.41,81,0.47,-73,0.53,15,risky,risky
6,87,59,2,B,22.712,mixed,0.92,-73,0.08,96,0.89,-48,0.11,16,risky,risky
6,36,60,1,A,27.587,mixed,0.11,27,0.89,-31,0.36,26,0.64,-48,risky,risky
6,42,61,1,A,13.031,mixed,0.14,83,0.86,-39,0.8,8,0.2,-88,risky,risky
6,45,62,2,B,15.968,mixed,0.74,77,0.26,-23,0.67,75,0.33,-7,risky,risky
6,32,63,1,A,8.398,mixed,0.91,-33,0.09,28,0.73,-67,0.27,9,risky,risky
6,80,64,2,B,17.938,mixed,0.93,75,0.07,-90,0.87,96,0.13,-89,risky,risky
6,55,65,1,A,9.258,mixed,0.99,67,0.01,-3,0.68,74,0.32,-2,risky,risky
6,39,66,2,B,13.491,mixed,0.48,58,0.52,-5,0.6,96,0.4,-40,risky,risky
6,26,67,2,B,8.151,mixed,0.07,-55,0.93,95,0.48,-13,0.52,99,risky,risky
6,75,68,1,A,13.717,mixed,0.97,-51,0.03,30,0.68,-89,0.32,46,risky,risky
6,62,69,1,A,43.674,mixed,0.86,-26,0.14,82,0.6,-39,0.4,31,risky,risky
6,44,70,2,B,13.57,mixed,0.88,-90,0.12,88,0.8,-86,0.2,14,risky,risky
6,11,71,2,B,29.026,mixed,0.87,-78,0.13,45,0.88,-69,0.12,83,risky,risky
6,90,72,1,A,9.26,mixed,0.96,17,0.04,-48,0.49,-60,0.51,84,risky,risky
6,38,73,2,B,8.6,mixed,0.38,-49,0.62,2,0.22,19,0.78,-18,risky,risky
6,16,74,2,B,24.69,mixed,0.28,-59,0.72,72,0.04,-4,0.96,63,risky,risky
6,17,75,1,A,13.278,mixed,0.5,98,0.5,-24,0.14,-76,0.86,46,risky,risky
6,10,76,2,B,18.782,mixed,0.5,0,0.5,0,0.5,-20,0.5,60,risky,risky
6,25,77,1,A,42.51,mixed,0.5,-30,0.5,60,0.5,0,0.5,0,risky,risky
6,67,78,1,A,6.49,mixed,0.5,0,0.5,0,0.5,-40,0.5,60,risky,risky
6,68,79,2,B,7.98,mixed,0.5,-50,0.5,60,0.5,0,0.5,0,risky,risky
6,69,80,1,A,4.727,mixed,0.5,0,0.5,0,0.5,-60,0.5,60,risky,risky
6,30,81,2,B,12.319,mixed,0.5,-70,0.5,60,0.5,0,0.5,0,risky,risky
6,83,82,2,B,14.496,gain,0.1,77,0.9,2,0.1,40,0.9,32,risky,risky
6,15,83,1,A,10.645,gain,0.2,40,0.8,32,0.2,77,0.8,2,risky,risky
6,73,84,2,B,20.081,gain,0.3,77,0.7,2,0.3,40,0.7,32,risky,risky
6,65,85,1,A,7.308,gain,0.4,40,0.6,32,0.4,77,0.6,2,risky,risky
6,58,86,2,B,8.745,gain,0.5,77,0.5,2,0.5,40,0.5,32,risky,risky
6,84,87,1,A,10.969,gain,0.6,40,0.4,32,0.6,77,0.4,2,risky,risky
6,24,88,1,A,28.408,gain,0.7,40,0.3,32,0.7,77,0.3,2,risky,risky
6,2,89,1,A,26.08,gain,0.8,77,0.2,2,0.8,40,0.2,32,risky,risky
6,72,90,1,A,18.423,gain,0.9,77,0.1,2,0.9,40,0.1,32,risky,risky
7,39,1,2,B,12.101,gain,0.34,24,0.66,59,0.42,47,0.58,64,risky,risky
7,27,2,1,A,10.781,gain,0.88,79,0.12,82,0.2,57,0.8,94,risky,risky
7,12,3,1,A,19.801,gain,0.74,62,0.26,0,0.44,23,0.56,31,risky,risky
7,29,4,1,A,30.69,gain,0.05,56,0.95,72,0.95,68,0.05,95,risky,risky
7,49,5,1,A,15.299,gain,0.25,84,0.75,43,0.42,7,0.57,97,risky,risky
7,65,6,2,B,11.434,gain,0.28,7,0.72,74,0.71,55,0.29,63,risky,risky
7,43,7,2,B,22.488,gain,0.09,56,0.91,19,0.76,13,0.24,90,risky,risky
7,60,8,2,B,16.876,gain,0.63,41,0.37,18,0.98,56,0.02,8,risky,risky
7,53,9,1,A,23.899,gain,0.88,72,0.12,29,0.39,67,0.61,63,risky,risky
7,86,10,2,B,18.229,gain,0.61,37,0.39,50,0.6,6,0.4,45,risky,risky
7,20,11,1,A,10.08,gain,0.08,54,0.92,31,0.15,44,0.85,29,risky,risky
7,55,12,1,A,8.085,gain,0.92,63,0.08,5,0.63,43,0.37,53,risky,risky
7,10,13,1,A,21.454,gain,0.78,32,0.22,99,0.32,39,0.68,56,risky,risky
7,33,14,1,A,13.69,gain,0.16,66,0.84,23,0.79,15,0.21,29,risky,risky
7,37,15,2,B,12.659,gain,0.12,52,0.88,73,0.98,92,0.02,19,risky,risky
7,80,16,2,B,13.293,gain,0.29,88,0.71,78,0.29,53,0.71,91,risky,risky
7,83,17,1,A,14.557,gain,0.31,39,0.69,51,0.84,16,0.16,91,risky,risky
7,46,18,2,B,13.062,gain,0.17,70,0.83,65,0.35,100,0.65,50,risky,risky
7,13,19,1,A,6.768,gain,0.91,80,0.09,19,0.64,37,0.36,65,risky,risky
7,21,20,1,A,8.938,gain,0.09,83,0.91,67,0.48,77,0.52,6,risky,risky
7,88,21,1,A,11.396,gain,0.44,14,0.56,72,0.21,9,0.79,31,risky,risky
